step,objective,train_accuracy,test_loss,test_accuracy,grok_confirmed,joint_failure,elapsed_seconds
0,5.164484977722168,0.009399477806788513,5.183222770690918,0.00839020024611254,False,False,0.058615999994799495
10,4.521096706390381,0.03289817232375979,,,False,False,0.4886091670487076
20,4.106694221496582,0.06344647519582246,,,False,False,0.9275061669759452
30,3.549126386642456,0.1289817232375979,,,False,False,1.3975587079767138
40,2.8101470470428467,0.2759791122715405,,,False,False,2.0066696249414235
50,1.797688364982605,0.5932114882506527,,,False,False,2.494469666853547
60,0.7558270692825317,0.9193211488250653,,,False,False,3.024248000001535
70,0.137408047914505,0.9966057441253263,,,False,False,3.527634041849524
80,0.009956263937056065,1.0,,,False,False,3.980000166920945
90,0.0010105208493769169,1.0,,,False,False,4.5476402919739485
100,0.00024594026035629213,1.0,42.304527282714844,0.00011186933661483388,False,False,5.161203416995704
110,9.86273807939142e-05,1.0,,,False,False,5.6786684999242425
120,0.10216085612773895,0.9801566579634464,,,False,False,6.157553166849539
130,0.015946630388498306,0.9976501305483029,,,False,False,6.861583332996815
140,0.015438549220561981,0.9976501305483029,,,False,False,7.429287124890834
150,0.0082175238057971,0.9984334203655353,,,False,False,7.953623750014231
160,0.012569191865622997,0.9986945169712794,,,False,False,8.461116707883775
170,0.008954719640314579,0.9981723237597911,,,False,False,9.038922332925722
180,0.010057443752884865,0.9976501305483029,,,False,False,9.518959916895255
190,0.010894115082919598,0.997911227154047,,,False,False,9.978314332896844
200,0.012011274695396423,0.9986945169712794,49.37804412841797,0.0004474773464593355,False,False,10.594044625060633
210,0.0043157003819942474,0.9992167101827676,,,False,False,11.3390728328377
220,0.010368247516453266,0.9992167101827676,,,False,False,11.893097375053912
230,0.0037462390027940273,0.9992167101827676,,,False,False,12.464818167034537
240,0.0028443702030926943,0.9992167101827676,,,False,False,13.127732541877776
250,0.004788589663803577,0.9986945169712794,,,False,False,13.710107041988522
260,0.006279539782553911,0.9997389033942559,,,False,False,14.418374167056754
270,0.002216362627223134,0.9994778067885117,,,False,False,15.064038875047117
280,0.0012248934945091605,0.9997389033942559,,,False,False,15.617658749921247
290,0.0016258968971669674,1.0,,,False,False,16.17108800006099
300,0.0013528213603422046,1.0,47.544620513916016,0.0011186933661483387,False,False,16.900058332830667
310,0.001466924324631691,0.9997389033942559,,,False,False,17.50906191696413
320,0.0027045891620218754,0.9989556135770234,,,False,False,17.96752612502314
330,0.0014785871608182788,0.9997389033942559,,,False,False,18.430297707905993
340,0.00891945417970419,0.9986945169712794,,,False,False,19.146824249997735
350,0.006371615454554558,0.9981723237597911,,,False,False,19.863326749997213
360,0.0015755259664729238,1.0,,,False,False,20.458571000024676
370,0.0012258692877367139,1.0,,,False,False,21.105232500005513
380,0.001479640486650169,1.0,,,False,False,21.81382012483664
390,0.0019268920877948403,0.9997389033942559,,,False,False,22.416965208016336
400,0.0038900978397578,0.9994778067885117,42.5792121887207,0.000894954692918671,False,False,22.98659829190001
410,0.0009536042343825102,1.0,,,False,False,23.518952207872644
420,0.002692903857678175,0.9997389033942559,,,False,False,24.05211158283055
430,0.0009232851443812251,0.9997389033942559,,,False,False,24.66290658293292
440,0.0009854041272774339,1.0,,,False,False,25.208259999984875
450,0.0008013340411707759,1.0,,,False,False,25.862648542039096
460,0.0005653745029121637,1.0,,,False,False,26.43871008302085
470,0.0011230944655835629,0.9997389033942559,,,False,False,27.057102791965008
480,0.0007046466926112771,1.0,,,False,False,27.538739749928936
490,0.0008676567813381553,1.0,,,False,False,28.004318499937654
500,0.000770478683989495,1.0,42.259918212890625,0.001006824029533505,False,False,28.5279142500367
510,0.0006296373321674764,1.0,,,False,False,29.097869666991755
