step,objective,train_accuracy,test_loss,test_accuracy,grok_confirmed,joint_failure,elapsed_seconds
0,4.931612491607666,0.008877284595300261,4.922565460205078,0.008725808255957042,False,False,0.32705141603946686
10,4.628060817718506,0.030548302872062665,,,False,False,2.759606125066057
20,4.258595943450928,0.07571801566579635,,,False,False,4.916008833097294
30,3.847724437713623,0.15195822454308094,,,False,False,7.256259832996875
40,3.5122053623199463,0.2825065274151436,,,False,False,9.752406208077446
50,3.071647882461548,0.4968668407310705,,,False,False,12.21061862516217
60,2.5332577228546143,0.7522193211488251,,,False,False,14.716848250012845
70,1.9024507999420166,0.9386422976501305,,,False,False,17.163600250147283
80,1.4055485725402832,0.9906005221932115,,,False,False,19.59021429112181
90,1.017539381980896,0.9994778067885117,,,False,False,21.96734029101208
100,0.733832061290741,1.0,5.2350897789001465,0.008613938919342208,False,False,24.59096375014633
110,0.5437986254692078,1.0,,,False,False,26.785739165963605
120,0.41163313388824463,1.0,,,False,False,28.791907750070095
130,0.3164016008377075,1.0,,,False,False,30.932607457973063
140,0.24759727716445923,1.0,,,False,False,33.12277704104781
150,0.1914028376340866,1.0,,,False,False,35.17769358307123
160,0.1621471494436264,1.0,,,False,False,37.24328058306128
170,0.13403131067752838,1.0,,,False,False,39.32157229096629
180,0.11393311619758606,1.0,,,False,False,41.394339041085914
190,0.09672842174768448,1.0,,,False,False,43.44528445811011
200,0.08551409095525742,1.0,5.318277835845947,0.022150128649737106,False,False,45.63196179107763
210,0.07748039811849594,1.0,,,False,False,47.61415737494826
220,0.07048013061285019,1.0,,,False,False,49.69117545802146
230,0.0652102380990982,1.0,,,False,False,51.73516537505202
240,0.058730050921440125,1.0,,,False,False,53.75530804111622
250,0.05485430359840393,1.0,,,False,False,55.85697216610424
260,0.05214045196771622,1.0,,,False,False,57.96078341593966
270,0.04974641650915146,1.0,,,False,False,60.01582008297555
280,0.047805339097976685,1.0,,,False,False,62.02511033299379
290,0.04668566212058067,1.0,,,False,False,64.31866891612299
300,0.04311734065413475,1.0,5.374068260192871,0.021590781966662937,False,False,66.87738620815799
310,0.04106779024004936,1.0,,,False,False,68.97100087511353
320,0.03843813017010689,1.0,,,False,False,71.1106887080241
330,0.03731073439121246,1.0,,,False,False,73.58532608300447
340,0.036401525139808655,1.0,,,False,False,76.25417650002055
350,0.035615578293800354,1.0,,,False,False,78.58560695801862
360,0.033698827028274536,1.0,,,False,False,80.71487316605635
370,0.03324884921312332,1.0,,,False,False,82.7636382500641
380,0.032556261867284775,1.0,,,False,False,84.66440491611138
390,0.030975939705967903,1.0,,,False,False,86.70073566609062
400,0.030702199786901474,1.0,5.37298583984375,0.027296118134019467,False,False,89.21406329097226
410,0.030256163328886032,1.0,,,False,False,91.23696950008161
420,0.029223661869764328,1.0,,,False,False,93.23726316611283
430,0.028621280565857887,1.0,,,False,False,95.28230724995956
440,0.027037907391786575,1.0,,,False,False,97.37613616604358
450,0.02593141607940197,1.0,,,False,False,99.50427291612141
460,0.026152897626161575,1.0,,,False,False,101.50180595810525
470,0.025925803929567337,1.0,,,False,False,103.45865625003353
480,0.024625010788440704,1.0,,,False,False,105.4004561251495
490,0.02379642054438591,1.0,,,False,False,107.27218216611072
500,0.02320978231728077,1.0,5.370273590087891,0.029869112876160644,False,False,109.44259629095905
510,0.022884931415319443,1.0,,,False,False,111.4414011251647
520,0.02268427610397339,1.0,,,False,False,113.34309820807539
530,0.02197198010981083,1.0,,,False,False,115.2762354160659
540,0.02139146812260151,1.0,,,False,False,117.22381316614337
550,0.021130044013261795,1.0,,,False,False,119.15384716610424
560,0.020915966480970383,1.0,,,False,False,121.10877870814875
570,0.02007216401398182,1.0,,,False,False,123.07567358296365
580,0.020384909585118294,1.0,,,False,False,125.02229341608472
590,0.019617415964603424,1.0,,,False,False,127.01376437512226
600,0.019440753385424614,1.0,5.41519832611084,0.02796733415370847,False,False,129.18681229115464
610,0.01852830871939659,1.0,,,False,False,131.16564266616479
620,0.01886146515607834,1.0,,,False,False,133.03502970794216
630,0.018218088895082474,1.0,,,False,False,134.97504087514244
640,0.018395209684967995,1.0,,,False,False,136.84898675000295
650,0.01818232797086239,1.0,,,False,False,138.7731437080074
660,0.01776369847357273,1.0,,,False,False,140.7477015000768
670,0.018033405765891075,1.0,,,False,False,142.66851637512445
680,0.01686951518058777,1.0,,,False,False,144.6987559159752
690,0.016860805451869965,1.0,,,False,False,146.6657438329421
700,0.017103178426623344,1.0,5.435108184814453,0.02796733415370847,False,False,148.90676862513646
710,0.01659245230257511,1.0,,,False,False,150.9878706249874
720,0.015272173099219799,1.0,,,False,False,152.98766170814633
730,0.016091864556074142,1.0,,,False,False,155.06280316598713
740,0.015390494838356972,1.0,,,False,False,157.13138583302498
750,0.016234781593084335,1.0,,,False,False,159.14447270799428
760,0.015446214936673641,1.0,,,False,False,161.42689608316869
770,0.015444188378751278,1.0,,,False,False,163.58673791610636
780,0.014983545057475567,1.0,,,False,False,165.66187929105945
790,0.014777932316064835,1.0,,,False,False,167.56571641610935
800,0.014099884778261185,1.0,5.415648937225342,0.03065219823246448,False,False,169.8804881661199
810,0.014233529567718506,1.0,,,False,False,172.0442827080842
820,0.014510449022054672,1.0,,,False,False,173.9562489159871
830,0.01408326905220747,1.0,,,False,False,175.87322833295912
840,0.013652416877448559,1.0,,,False,False,178.00388574996032
850,0.01391634438186884,1.0,,,False,False,180.1961747079622
860,0.013839712366461754,1.0,,,False,False,182.14736891607754
870,0.013042866252362728,1.0,,,False,False,184.1025245410856
880,0.013182359747588634,1.0,,,False,False,186.05192658305168
890,0.012902118265628815,1.0,,,False,False,187.9789753749501
900,0.012480988167226315,1.0,5.399152755737305,0.03445575567736883,False,False,190.1386322081089
910,0.01251345407217741,1.0,,,False,False,192.20451829116791
920,0.012547926045954227,1.0,,,False,False,194.31423754105344
930,0.012242946773767471,1.0,,,False,False,196.3064877500292
940,0.01204258669167757,1.0,,,False,False,198.2513942909427
950,0.012107725255191326,1.0,,,False,False,200.23722745804116
960,0.011805248446762562,1.0,,,False,False,202.2524590829853
970,0.01237571518868208,1.0,,,False,False,204.29432850005105
980,0.011875963769853115,1.0,,,False,False,206.34940895810723
990,0.01150266919285059,1.0,,,False,False,208.3644590829499
1000,0.011094571091234684,1.0,5.444676399230957,0.03445575567736883,False,False,210.519787624944
1010,0.011363816447556019,1.0,,,False,False,212.51098849996924
1020,0.011585918255150318,1.0,,,False,False,214.56318375002593
1030,0.011026674881577492,1.0,,,False,False,216.6174571660813
1040,0.01091720163822174,1.0,,,False,False,218.70482983300462
1050,0.010820233263075352,1.0,,,False,False,220.8608180831652
1060,0.010787795297801495,1.0,,,False,False,223.07794270804152
1070,0.010659189894795418,1.0,,,False,False,225.30562166613527
1080,0.010724895633757114,1.0,,,False,False,227.41676112497225
1090,0.010781260207295418,1.0,,,False,False,229.455621750094
1100,0.010257208719849586,1.0,5.471619129180908,0.0340082783309095,False,False,231.71954625006765
1110,0.010122502222657204,1.0,,,False,False,233.77385670808144
1120,0.010151341557502747,1.0,,,False,False,235.8216607500799
1130,0.010219017043709755,1.0,,,False,False,237.86324966605753
1140,0.010011626407504082,1.0,,,False,False,239.95371975004673
1150,0.009843386709690094,1.0,,,False,False,242.13694024994038
1160,0.01002199575304985,1.0,,,False,False,244.31517770816572
1170,0.010182277299463749,1.0,,,False,False,246.48400683305226
1180,0.00980968214571476,1.0,,,False,False,248.39169408311136
1190,0.009458561427891254,1.0,,,False,False,250.29728262498975
1200,0.00936221145093441,1.0,5.475130081176758,0.03344893164783533,False,False,252.3692369160708
1210,0.009921560063958168,1.0,,,False,False,254.25685520796105
1220,0.009169789962470531,1.0,,,False,False,256.2117088751402
1230,0.009172817692160606,1.0,,,False,False,258.12657095794566
1240,0.00904004368931055,1.0,,,False,False,260.0196461251471
1250,0.00918559916317463,1.0,,,False,False,261.9633054579608
1260,0.00916218850761652,1.0,,,False,False,263.8567195830401
1270,0.008791419677436352,1.0,,,False,False,265.77215387509204
1280,0.008597223088145256,1.0,,,False,False,267.7158377910964
1290,0.00864758063107729,1.0,,,False,False,269.62374741607346
1300,0.008771955966949463,1.0,5.455240249633789,0.03781183577581385,False,False,271.6850041251164
1310,0.008584115654230118,1.0,,,False,False,273.5934878750704
1320,0.00865652784705162,1.0,,,False,False,275.4486291250214
1330,0.00856329221278429,1.0,,,False,False,277.33685491606593
1340,0.008527079597115517,1.0,,,False,False,279.2156327080447
1350,0.00848386436700821,1.0,,,False,False,281.15312016615644
1360,0.00823017954826355,1.0,,,False,False,283.09325124998577
1370,0.008430590853095055,1.0,,,False,False,284.9998370001558
1380,0.008471936918795109,1.0,,,False,False,286.8632809580304
1390,0.007995220832526684,1.0,,,False,False,288.732856458053
1400,0.008067885413765907,1.0,5.48267936706543,0.03702875041951001,False,False,290.8499775410164
1410,0.008030879311263561,1.0,,,False,False,292.8287067080382
1420,0.007948462851345539,1.0,,,False,False,294.8459576249588
1430,0.007478281855583191,1.0,,,False,False,296.7937522500288
1440,0.007591353263705969,1.0,,,False,False,298.68605899997056
1450,0.007531207520514727,1.0,,,False,False,300.61466358299367
1460,0.007486572954803705,1.0,,,False,False,302.482201582985
1470,0.007480327971279621,1.0,,,False,False,304.43460883316584
1480,0.00737766083329916,1.0,,,False,False,306.3302752079908
1490,0.007533525116741657,1.0,,,False,False,308.20663545816205
1500,0.007251576986163855,1.0,5.485136985778809,0.03893052914196219,False,False,310.3402892909944
1510,0.007122834678739309,1.0,,,False,False,312.3499402080197
1520,0.0074614789336919785,1.0,,,False,False,314.3984894580208
1530,0.006747536826878786,1.0,,,False,False,316.35314575000666
1540,0.006980079226195812,1.0,,,False,False,318.21615904103965
1550,0.007098807021975517,1.0,,,False,False,320.2039599160198
1560,0.00702575221657753,1.0,,,False,False,322.17524225008674
1570,0.006934809032827616,1.0,,,False,False,324.11347845802084
1580,0.006939795799553394,1.0,,,False,False,326.0730167501606
1590,0.0069101713597774506,1.0,,,False,False,328.02708854107186
1600,0.006795734632760286,1.0,5.486678600311279,0.03859492113211769,False,False,330.1108671249822
1610,0.006797316018491983,1.0,,,False,False,332.02702899998985
1620,0.006581911817193031,1.0,,,False,False,333.9126008329913
1630,0.006692083086818457,1.0,,,False,False,335.9267408330925
1640,0.00662993174046278,1.0,,,False,False,337.84936720808037
1650,0.006517429370433092,1.0,,,False,False,339.7567426660098
1660,0.006455592345446348,1.0,,,False,False,341.6898944999557
1670,0.006484231445938349,1.0,,,False,False,343.6375787081197
1680,0.00630464730784297,1.0,,,False,False,345.5393370001111
1690,0.006472911685705185,1.0,,,False,False,347.4378748750314
1700,0.006271358113735914,1.0,5.5030694007873535,0.03948987582503636,False,False,349.45148791605607
1710,0.006549204234033823,1.0,,,False,False,351.3104416250717
1720,0.006308575160801411,1.0,,,False,False,353.1865939160343
1730,0.006057848688215017,1.0,,,False,False,355.17599758296274
1740,0.00619463762268424,1.0,,,False,False,357.06816604104824
1750,0.006097985431551933,1.0,,,False,False,358.9995837910101
1760,0.0061098248697817326,1.0,,,False,False,360.92139383312315
1770,0.005938051268458366,1.0,,,False,False,362.82724283309653
1780,0.006041147746145725,1.0,,,False,False,364.7700269999914
1790,0.0059839882887899876,1.0,,,False,False,366.6522206249647
1800,0.0059769186191260815,1.0,5.493620872497559,0.042622217250251705,False,False,368.75476420810446
1810,0.005841810256242752,1.0,,,False,False,370.7234279999975
1820,0.005945354234427214,1.0,,,False,False,372.6429435829632
1830,0.005700614769011736,1.0,,,False,False,374.57713400013745
1840,0.005883658304810524,1.0,,,False,False,376.55789762502536
1850,0.005618463270366192,1.0,,,False,False,378.51532783312723
1860,0.005555851384997368,1.0,,,False,False,380.4590121661313
1870,0.0054925596341490746,1.0,,,False,False,382.3732670410536
1880,0.005834061652421951,1.0,,,False,False,384.43644300010055
1890,0.0054910676553845406,1.0,,,False,False,386.39741625008173
1900,0.005471224896609783,1.0,5.523693084716797,0.039937353171495694,False,False,388.46222812496126
1910,0.005445779766887426,1.0,,,False,False,390.340726000024
1920,0.005489535629749298,1.0,,,False,False,392.26959212496877
1930,0.005324716214090586,1.0,,,False,False,394.122699333122
1940,0.0053632985800504684,1.0,,,False,False,396.03147770813666
1950,0.0051305717788636684,1.0,,,False,False,397.96432733302936
1960,0.005248690955340862,1.0,,,False,False,399.8445037500933
1970,0.0053087268024683,1.0,,,False,False,401.6963758750353
1980,0.005376814398914576,1.0,,,False,False,403.6151983330492
1990,0.005196941550821066,1.0,,,False,False,405.4532763750758
2000,0.005030089523643255,1.0,5.5323166847229,0.04105604653764403,False,False,407.58529750001617
2010,0.005117319989949465,1.0,,,False,False,409.53014833293855
