step,objective,train_accuracy,test_loss,test_accuracy,grok_confirmed,joint_failure,elapsed_seconds
0,4.931612968444824,0.008877284595300261,4.922565460205078,0.008725808255957042,False,False,0.2809588750824332
10,4.628060817718506,0.030548302872062665,,,False,False,2.7613615000154823
20,4.258595943450928,0.07571801566579635,,,False,False,4.862608500057831
30,3.847670078277588,0.1514360313315927,,,False,False,7.006285750074312
40,3.511965274810791,0.283289817232376,,,False,False,9.36414233315736
50,3.069277763366699,0.49477806788511747,,,False,False,11.87924366700463
60,2.5480477809906006,0.7412532637075718,,,False,False,14.374720625113696
70,1.9043731689453125,0.9381201044386422,,,False,False,16.700837375130504
80,1.4039734601974487,0.9887728459530026,,,False,False,19.067995833000168
90,1.045261025428772,0.9984334203655353,,,False,False,21.37123925006017
100,0.7327166795730591,1.0,5.243679046630859,0.00894954692918671,False,False,24.001443332992494
110,0.5406559705734253,1.0,,,False,False,26.331470208009705
120,0.4063904881477356,1.0,,,False,False,28.379040042171255
130,0.3063405454158783,1.0,,,False,False,30.375623458065093
140,0.23816975951194763,1.0,,,False,False,32.51251274999231
150,0.1921837478876114,1.0,,,False,False,34.58247920800932
160,0.1574247181415558,1.0,,,False,False,36.595565375173464
170,0.13350684940814972,1.0,,,False,False,38.660791292088106
180,0.11292377859354019,1.0,,,False,False,40.71035545808263
190,0.10323318839073181,1.0,,,False,False,42.697665916988626
200,0.08728668093681335,1.0,5.315909385681152,0.021031435283588768,False,False,44.81576425000094
210,0.07976717501878738,1.0,,,False,False,46.791449583135545
220,0.0696144849061966,1.0,,,False,False,48.809265166986734
230,0.06522653251886368,1.0,,,False,False,50.81099870800972
240,0.060928404331207275,1.0,,,False,False,52.79296674998477
250,0.05599602311849594,1.0,,,False,False,54.78522479208186
260,0.053676486015319824,1.0,,,False,False,56.90300841699354
270,0.04947323724627495,1.0,,,False,False,58.98198629217222
280,0.04714178666472435,1.0,,,False,False,61.001615833025426
290,0.044818729162216187,1.0,,,False,False,63.06211662502028
300,0.04375065490603447,1.0,5.360955715179443,0.025506208748182123,False,False,65.6015801250469
310,0.042186710983514786,1.0,,,False,False,67.93203875003383
320,0.03875591233372688,1.0,,,False,False,70.02824858296663
330,0.03679696470499039,1.0,,,False,False,72.16295333299786
340,0.03675515949726105,1.0,,,False,False,74.78140891715884
350,0.035456229001283646,1.0,,,False,False,77.2990017500706
360,0.03449443727731705,1.0,,,False,False,79.53467145818286
370,0.032646697014570236,1.0,,,False,False,81.60928183305077
